,region,category,language,most_at_home,most_at_work
398,Edmonton,Non-Official & Non-Aboriginal languages,Slovene (Slovenian),65,0
399,Edmonton,Non-Official & Non-Aboriginal languages,Somali,4740,55
400,Edmonton,Non-Official & Non-Aboriginal languages,Spanish,10880,405
401,Edmonton,Non-Official & Non-Aboriginal languages,Swahili,585,0
402,Edmonton,Non-Official & Non-Aboriginal languages,Swedish,65,0
403,Edmonton,Non-Official & Non-Aboriginal languages,"Tagalog (Pilipino, Filipino)",20765,305
404,Edmonton,Non-Official & Non-Aboriginal languages,"Tai-Kadai languages, n.i.e",5,0
405,Edmonton,Non-Official & Non-Aboriginal languages,Tamil,1440,15
406,Edmonton,Non-Official & Non-Aboriginal languages,Telugu,555,0
407,Edmonton,Non-Official & Non-Aboriginal languages,Thai,285,30
408,Edmonton,Non-Official & Non-Aboriginal languages,Tibetan,20,0
409,Edmonton,Non-Official & Non-Aboriginal languages,"Tibeto-Burman languages, n.i.e.",60,10
410,Edmonton,Non-Official & Non-Aboriginal languages,Tigrigna,1655,15
411,Edmonton,Non-Official & Non-Aboriginal languages,"Turkic languages, n.i.e.",10,0
412,Edmonton,Non-Official & Non-Aboriginal languages,Turkish,1140,35
413,Edmonton,Non-Official & Non-Aboriginal languages,Ukrainian,2400,70
414,Edmonton,Non-Official & Non-Aboriginal languages,"Uralic languages, n.i.e.",0,0
415,Edmonton,Non-Official & Non-Aboriginal languages,Urdu,5095,45
416,Edmonton,Non-Official & Non-Aboriginal languages,Uyghur,35,0
417,Edmonton,Non-Official & Non-Aboriginal languages,Uzbek,70,10
418,Edmonton,Non-Official & Non-Aboriginal languages,Vietnamese,5860,410
419,Edmonton,Non-Official & Non-Aboriginal languages,Vlaams (Flemish),15,0
420,Edmonton,Non-Official & Non-Aboriginal languages,Waray-Waray,10,0
421,Edmonton,Non-Official & Non-Aboriginal languages,Welsh,0,0
422,Edmonton,Non-Official & Non-Aboriginal languages,Wolof,90,10
423,Edmonton,Non-Official & Non-Aboriginal languages,Wu (Shanghainese),120,0
424,Edmonton,Non-Official & Non-Aboriginal languages,Yiddish,0,0
425,Edmonton,Non-Official & Non-Aboriginal languages,Yoruba,280,0
426,Edmonton,Official languages,English,1050410,792700
427,Edmonton,Official languages,French,10950,2520
428,Montréal,Aboriginal languages,"Aboriginal languages, n.o.s.",15,0
429,Montréal,Aboriginal languages,"Algonquian languages, n.i.e.",0,0
430,Montréal,Aboriginal languages,Algonquin,10,0
431,Montréal,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0
432,Montréal,Aboriginal languages,Atikamekw,5,0
433,Montréal,Aboriginal languages,Babine (Wetsuwet'en),0,0
434,Montréal,Aboriginal languages,Beaver,0,0
435,Montréal,Aboriginal languages,Blackfoot,0,0
436,Montréal,Aboriginal languages,Carrier,0,0
437,Montréal,Aboriginal languages,Cayuga,0,0
438,Montréal,Aboriginal languages,Chilcotin,0,0
439,Montréal,Aboriginal languages,Comox,5,0
440,Montréal,Aboriginal languages,"Cree, n.o.s.",65,10
441,Montréal,Aboriginal languages,Dakota,0,0
442,Montréal,Aboriginal languages,Dene,0,0
443,Montréal,Aboriginal languages,Dogrib (Tlicho),0,0
444,Montréal,Aboriginal languages,Gitxsan (Gitksan),0,0
445,Montréal,Aboriginal languages,Gwich'in,0,0
446,Montréal,Aboriginal languages,Haida,0,0
447,Montréal,Aboriginal languages,Haisla,0,0
448,Montréal,Aboriginal languages,Halkomelem,0,0
449,Montréal,Aboriginal languages,Heiltsuk,0,0
450,Montréal,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0
451,Montréal,Aboriginal languages,"Inuit languages, n.i.e.",10,0
452,Montréal,Aboriginal languages,Inuktitut,70,30
453,Montréal,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0
454,Montréal,Aboriginal languages,Kaska (Nahani),0,0
455,Montréal,Aboriginal languages,Kutenai,0,0
456,Montréal,Aboriginal languages,Kwakiutl (Kwak'wala),0,0
457,Montréal,Aboriginal languages,Lillooet,0,0
458,Montréal,Aboriginal languages,Malecite,0,0
459,Montréal,Aboriginal languages,Mi'kmaq,5,0
460,Montréal,Aboriginal languages,Michif,0,0
461,Montréal,Aboriginal languages,Mohawk,15,0
462,Montréal,Aboriginal languages,Montagnais (Innu),20,0
463,Montréal,Aboriginal languages,Moose Cree,0,0
464,Montréal,Aboriginal languages,Naskapi,10,0
465,Montréal,Aboriginal languages,Nisga'a,0,0
466,Montréal,Aboriginal languages,North Slavey (Hare),0,0
467,Montréal,Aboriginal languages,Northern East Cree,30,15
468,Montréal,Aboriginal languages,Northern Tutchone,0,0
469,Montréal,Aboriginal languages,Nuu-chah-nulth (Nootka),0,0
470,Montréal,Aboriginal languages,Oji-Cree,0,0
471,Montréal,Aboriginal languages,Ojibway,0,0
472,Montréal,Aboriginal languages,Okanagan,0,0
473,Montréal,Aboriginal languages,Oneida,0,0
474,Montréal,Aboriginal languages,Ottawa (Odawa),0,0
475,Montréal,Aboriginal languages,Plains Cree,0,0
476,Montréal,Aboriginal languages,"Salish languages, n.i.e.",5,0
477,Montréal,Aboriginal languages,Sarsi (Sarcee),0,0
478,Montréal,Aboriginal languages,Sekani,0,0
479,Montréal,Aboriginal languages,Shuswap (Secwepemctsin),0,0
480,Montréal,Aboriginal languages,"Siouan languages, n.i.e.",0,0
481,Montréal,Aboriginal languages,"Slavey, n.o.s.",0,0
482,Montréal,Aboriginal languages,South Slavey,0,0
483,Montréal,Aboriginal languages,Southern East Cree,5,0
484,Montréal,Aboriginal languages,Southern Tutchone,0,0
485,Montréal,Aboriginal languages,Squamish,0,0
486,Montréal,Aboriginal languages,Stoney,0,0
487,Montréal,Aboriginal languages,Straits,0,0
488,Montréal,Aboriginal languages,Swampy Cree,0,0
489,Montréal,Aboriginal languages,Tahltan,0,0
490,Montréal,Aboriginal languages,Thompson (Ntlakapamux),0,0
491,Montréal,Aboriginal languages,Tlingit,0,0
492,Montréal,Aboriginal languages,Tsimshian,0,0
493,Montréal,Aboriginal languages,"Wakashan languages, n.i.e.",0,0
494,Montréal,Aboriginal languages,Woods Cree,0,0
495,Montréal,Non-Official & Non-Aboriginal languages,Afrikaans,10,0
496,Montréal,Non-Official & Non-Aboriginal languages,"Afro-Asiatic languages, n.i.e.",65,0
497,Montréal,Non-Official & Non-Aboriginal languages,Akan (Twi),440,0
498,Montréal,Non-Official & Non-Aboriginal languages,Albanian,1445,20
499,Montréal,Non-Official & Non-Aboriginal languages,American Sign Language,70,0
500,Montréal,Non-Official & Non-Aboriginal languages,Amharic,315,0
501,Montréal,Non-Official & Non-Aboriginal languages,Arabic,72980,1590
502,Montréal,Non-Official & Non-Aboriginal languages,Armenian,11835,280
503,Montréal,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,95,10
504,Montréal,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",5,0
505,Montréal,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",55,10
506,Montréal,Non-Official & Non-Aboriginal languages,Azerbaijani,95,10
507,Montréal,Non-Official & Non-Aboriginal languages,Bamanankan,220,10
508,Montréal,Non-Official & Non-Aboriginal languages,Belarusan,20,0
509,Montréal,Non-Official & Non-Aboriginal languages,Bengali,8080,105
510,Montréal,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",2220,15
511,Montréal,Non-Official & Non-Aboriginal languages,Bikol,15,0
512,Montréal,Non-Official & Non-Aboriginal languages,Bilen,5,0
513,Montréal,Non-Official & Non-Aboriginal languages,Bosnian,260,0
514,Montréal,Non-Official & Non-Aboriginal languages,Bulgarian,4750,45
515,Montréal,Non-Official & Non-Aboriginal languages,Burmese,20,0
516,Montréal,Non-Official & Non-Aboriginal languages,Cantonese,17330,2615
517,Montréal,Non-Official & Non-Aboriginal languages,Catalan,90,10
518,Montréal,Non-Official & Non-Aboriginal languages,Cebuano,215,0
519,Montréal,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",15,0
520,Montréal,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,10,0
521,Montréal,Non-Official & Non-Aboriginal languages,"Chinese languages, n.i.e.",40,0
522,Montréal,Non-Official & Non-Aboriginal languages,"Chinese, n.o.s.",2160,210
523,Montréal,Non-Official & Non-Aboriginal languages,"Creole languages, n.i.e.",420,0
524,Montréal,Non-Official & Non-Aboriginal languages,"Creole, n.o.s.",18775,245
525,Montréal,Non-Official & Non-Aboriginal languages,Croatian,780,10
526,Montréal,Non-Official & Non-Aboriginal languages,"Cushitic languages, n.i.e.",5,0
527,Montréal,Non-Official & Non-Aboriginal languages,Czech,380,10
528,Montréal,Non-Official & Non-Aboriginal languages,Danish,40,10
529,Montréal,Non-Official & Non-Aboriginal languages,Dinka,0,0
530,Montréal,Non-Official & Non-Aboriginal languages,"Dravidian languages, n.i.e.",5,0
531,Montréal,Non-Official & Non-Aboriginal languages,Dutch,245,20
532,Montréal,Non-Official & Non-Aboriginal languages,Edo,10,0
533,Montréal,Non-Official & Non-Aboriginal languages,Estonian,25,0
534,Montréal,Non-Official & Non-Aboriginal languages,Ewe,90,0
535,Montréal,Non-Official & Non-Aboriginal languages,Fijian,0,0
536,Montréal,Non-Official & Non-Aboriginal languages,Finnish,40,0
537,Montréal,Non-Official & Non-Aboriginal languages,Frisian,0,0
538,Montréal,Non-Official & Non-Aboriginal languages,"Fulah (Pular, Pulaar, Fulfulde)",445,0
539,Montréal,Non-Official & Non-Aboriginal languages,Ga,15,0
540,Montréal,Non-Official & Non-Aboriginal languages,Ganda,0,0
541,Montréal,Non-Official & Non-Aboriginal languages,Georgian,70,10
542,Montréal,Non-Official & Non-Aboriginal languages,German,1585,205
543,Montréal,Non-Official & Non-Aboriginal languages,"Germanic languages, n.i.e.",10,0
544,Montréal,Non-Official & Non-Aboriginal languages,Greek,18255,515
545,Montréal,Non-Official & Non-Aboriginal languages,Gujarati,3805,20
546,Montréal,Non-Official & Non-Aboriginal languages,Haitian Creole,780,10
547,Montréal,Non-Official & Non-Aboriginal languages,Hakka,155,0
548,Montréal,Non-Official & Non-Aboriginal languages,Harari,0,0
549,Montréal,Non-Official & Non-Aboriginal languages,Hebrew,1680,140
550,Montréal,Non-Official & Non-Aboriginal languages,Hiligaynon,125,0
551,Montréal,Non-Official & Non-Aboriginal languages,Hindi,1485,35
552,Montréal,Non-Official & Non-Aboriginal languages,Hmong-Mien languages,10,10
553,Montréal,Non-Official & Non-Aboriginal languages,Hungarian,1815,40
554,Montréal,Non-Official & Non-Aboriginal languages,Icelandic,30,0
555,Montréal,Non-Official & Non-Aboriginal languages,Igbo,10,0
556,Montréal,Non-Official & Non-Aboriginal languages,Ilocano,740,10
557,Montréal,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",145,0
558,Montréal,Non-Official & Non-Aboriginal languages,Italian,32365,565
559,Montréal,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",30,0
560,Montréal,Non-Official & Non-Aboriginal languages,Japanese,875,220
561,Montréal,Non-Official & Non-Aboriginal languages,Kabyle,4605,15
562,Montréal,Non-Official & Non-Aboriginal languages,Kannada,140,0
563,Montréal,Non-Official & Non-Aboriginal languages,Karenic languages,0,0
564,Montréal,Non-Official & Non-Aboriginal languages,Kashmiri,5,0
565,Montréal,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),4720,260
566,Montréal,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),335,0
567,Montréal,Non-Official & Non-Aboriginal languages,Konkani,30,0
568,Montréal,Non-Official & Non-Aboriginal languages,Korean,3395,290
569,Montréal,Non-Official & Non-Aboriginal languages,Kurdish,400,10
570,Montréal,Non-Official & Non-Aboriginal languages,Lao,1875,50
571,Montréal,Non-Official & Non-Aboriginal languages,Latvian,65,10
572,Montréal,Non-Official & Non-Aboriginal languages,Lingala,480,0
573,Montréal,Non-Official & Non-Aboriginal languages,Lithuanian,105,0
574,Montréal,Non-Official & Non-Aboriginal languages,Macedonian,110,0
575,Montréal,Non-Official & Non-Aboriginal languages,Malagasy,260,0
576,Montréal,Non-Official & Non-Aboriginal languages,Malay,165,0
577,Montréal,Non-Official & Non-Aboriginal languages,Malayalam,190,0
578,Montréal,Non-Official & Non-Aboriginal languages,Maltese,0,0
579,Montréal,Non-Official & Non-Aboriginal languages,Mandarin,34300,2945
580,Montréal,Non-Official & Non-Aboriginal languages,Marathi,75,0
581,Montréal,Non-Official & Non-Aboriginal languages,Min Dong,0,0
582,Montréal,Non-Official & Non-Aboriginal languages,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",1775,70
583,Montréal,Non-Official & Non-Aboriginal languages,Mongolian,140,0
584,Montréal,Non-Official & Non-Aboriginal languages,Nepali,260,0
585,Montréal,Non-Official & Non-Aboriginal languages,"Niger-Congo languages, n.i.e.",835,0
586,Montréal,Non-Official & Non-Aboriginal languages,"Nilo-Saharan languages, n.i.e.",55,0
587,Montréal,Non-Official & Non-Aboriginal languages,Norwegian,15,0
588,Montréal,Non-Official & Non-Aboriginal languages,Oriya (Odia),15,0
589,Montréal,Non-Official & Non-Aboriginal languages,Oromo,5,0
590,Montréal,Non-Official & Non-Aboriginal languages,"Other languages, n.i.e.",105,0
591,Montréal,Non-Official & Non-Aboriginal languages,"Pampangan (Kapampangan, Pampango)",60,10
592,Montréal,Non-Official & Non-Aboriginal languages,Pangasinan,15,0
593,Montréal,Non-Official & Non-Aboriginal languages,Pashto,880,10
594,Montréal,Non-Official & Non-Aboriginal languages,Persian (Farsi),18305,570
595,Montréal,Non-Official & Non-Aboriginal languages,Polish,5400,160
596,Montréal,Non-Official & Non-Aboriginal languages,Portuguese,14570,515
597,Montréal,Non-Official & Non-Aboriginal languages,Punjabi (Panjabi),8775,415
598,Montréal,Non-Official & Non-Aboriginal languages,Quebec Sign Language,455,70
599,Montréal,Non-Official & Non-Aboriginal languages,Romanian,22945,310
600,Montréal,Non-Official & Non-Aboriginal languages,Rundi (Kirundi),470,0
601,Montréal,Non-Official & Non-Aboriginal languages,Russian,19395,690
602,Montréal,Non-Official & Non-Aboriginal languages,Scottish Gaelic,5,0
603,Montréal,Non-Official & Non-Aboriginal languages,"Semitic languages, n.i.e.",40,0
604,Montréal,Non-Official & Non-Aboriginal languages,Serbian,1065,10
605,Montréal,Non-Official & Non-Aboriginal languages,Serbo-Croatian,270,0
606,Montréal,Non-Official & Non-Aboriginal languages,Shona,20,0
607,Montréal,Non-Official & Non-Aboriginal languages,"Sign languages, n.i.e",525,40
608,Montréal,Non-Official & Non-Aboriginal languages,Sindhi,135,0
609,Montréal,Non-Official & Non-Aboriginal languages,Sinhala (Sinhalese),350,0
610,Montréal,Non-Official & Non-Aboriginal languages,"Slavic languages, n.i.e.",30,0
611,Montréal,Non-Official & Non-Aboriginal languages,Slovak,215,0
612,Montréal,Non-Official & Non-Aboriginal languages,Slovene (Slovenian),220,0
613,Montréal,Non-Official & Non-Aboriginal languages,Somali,350,0
614,Montréal,Non-Official & Non-Aboriginal languages,Spanish,76680,2740
615,Montréal,Non-Official & Non-Aboriginal languages,Swahili,385,15
616,Montréal,Non-Official & Non-Aboriginal languages,Swedish,80,15
617,Montréal,Non-Official & Non-Aboriginal languages,"Tagalog (Pilipino, Filipino)",7750,110
618,Montréal,Non-Official & Non-Aboriginal languages,"Tai-Kadai languages, n.i.e",0,0
619,Montréal,Non-Official & Non-Aboriginal languages,Tamil,10670,145
620,Montréal,Non-Official & Non-Aboriginal languages,Telugu,320,0
621,Montréal,Non-Official & Non-Aboriginal languages,Thai,175,15
622,Montréal,Non-Official & Non-Aboriginal languages,Tibetan,60,0
623,Montréal,Non-Official & Non-Aboriginal languages,"Tibeto-Burman languages, n.i.e.",35,0
624,Montréal,Non-Official & Non-Aboriginal languages,Tigrigna,190,0
625,Montréal,Non-Official & Non-Aboriginal languages,"Turkic languages, n.i.e.",55,0
626,Montréal,Non-Official & Non-Aboriginal languages,Turkish,4420,95
627,Montréal,Non-Official & Non-Aboriginal languages,Ukrainian,2160,110
628,Montréal,Non-Official & Non-Aboriginal languages,"Uralic languages, n.i.e.",0,0
629,Montréal,Non-Official & Non-Aboriginal languages,Urdu,7070,70
630,Montréal,Non-Official & Non-Aboriginal languages,Uyghur,135,0
631,Montréal,Non-Official & Non-Aboriginal languages,Uzbek,95,0
632,Montréal,Non-Official & Non-Aboriginal languages,Vietnamese,18700,1340
633,Montréal,Non-Official & Non-Aboriginal languages,Vlaams (Flemish),30,0
634,Montréal,Non-Official & Non-Aboriginal languages,Waray-Waray,15,0
635,Montréal,Non-Official & Non-Aboriginal languages,Welsh,5,0
636,Montréal,Non-Official & Non-Aboriginal languages,Wolof,770,0
637,Montréal,Non-Official & Non-Aboriginal languages,Wu (Shanghainese),760,15
638,Montréal,Non-Official & Non-Aboriginal languages,Yiddish,6665,860
639,Montréal,Non-Official & Non-Aboriginal languages,Yoruba,45,0
640,Montréal,Official languages,English,620510,412120
641,Montréal,Official languages,French,2669195,1607550
642,Toronto,Aboriginal languages,"Aboriginal languages, n.o.s.",50,0
643,Toronto,Aboriginal languages,"Algonquian languages, n.i.e.",5,0
644,Toronto,Aboriginal languages,Algonquin,0,0
645,Toronto,Aboriginal languages,"Athabaskan languages, n.i.e.",5,0
646,Toronto,Aboriginal languages,Atikamekw,0,0
647,Toronto,Aboriginal languages,Babine (Wetsuwet'en),0,0
648,Toronto,Aboriginal languages,Beaver,0,0
649,Toronto,Aboriginal languages,Blackfoot,0,0
650,Toronto,Aboriginal languages,Carrier,0,0
651,Toronto,Aboriginal languages,Cayuga,0,0
652,Toronto,Aboriginal languages,Chilcotin,0,0
653,Toronto,Aboriginal languages,Comox,0,0
654,Toronto,Aboriginal languages,"Cree, n.o.s.",10,0
655,Toronto,Aboriginal languages,Dakota,5,0
656,Toronto,Aboriginal languages,Dene,0,0
657,Toronto,Aboriginal languages,Dogrib (Tlicho),0,0
658,Toronto,Aboriginal languages,Gitxsan (Gitksan),0,0
659,Toronto,Aboriginal languages,Gwich'in,5,0
660,Toronto,Aboriginal languages,Haida,0,0
661,Toronto,Aboriginal languages,Haisla,0,0
662,Toronto,Aboriginal languages,Halkomelem,0,0
663,Toronto,Aboriginal languages,Heiltsuk,0,0
664,Toronto,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0
665,Toronto,Aboriginal languages,"Inuit languages, n.i.e.",0,0
666,Toronto,Aboriginal languages,Inuktitut,10,0
667,Toronto,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0
668,Toronto,Aboriginal languages,Kaska (Nahani),0,0
669,Toronto,Aboriginal languages,Kutenai,0,0
670,Toronto,Aboriginal languages,Kwakiutl (Kwak'wala),0,0
671,Toronto,Aboriginal languages,Lillooet,0,0
672,Toronto,Aboriginal languages,Malecite,0,0
673,Toronto,Aboriginal languages,Mi'kmaq,5,0
674,Toronto,Aboriginal languages,Michif,5,0
675,Toronto,Aboriginal languages,Mohawk,5,0
676,Toronto,Aboriginal languages,Montagnais (Innu),0,0
677,Toronto,Aboriginal languages,Moose Cree,5,0
678,Toronto,Aboriginal languages,Naskapi,0,0
679,Toronto,Aboriginal languages,Nisga'a,0,0
680,Toronto,Aboriginal languages,North Slavey (Hare),0,0
681,Toronto,Aboriginal languages,Northern East Cree,0,0
682,Toronto,Aboriginal languages,Northern Tutchone,0,0
683,Toronto,Aboriginal languages,Nuu-chah-nulth (Nootka),0,10
684,Toronto,Aboriginal languages,Oji-Cree,5,0
685,Toronto,Aboriginal languages,Ojibway,35,0
686,Toronto,Aboriginal languages,Okanagan,0,0
687,Toronto,Aboriginal languages,Oneida,0,0
688,Toronto,Aboriginal languages,Ottawa (Odawa),5,0
689,Toronto,Aboriginal languages,Plains Cree,0,0
690,Toronto,Aboriginal languages,"Salish languages, n.i.e.",0,0
691,Toronto,Aboriginal languages,Sarsi (Sarcee),5,0
692,Toronto,Aboriginal languages,Sekani,0,0
693,Toronto,Aboriginal languages,Shuswap (Secwepemctsin),0,0
694,Toronto,Aboriginal languages,"Siouan languages, n.i.e.",0,0
695,Toronto,Aboriginal languages,"Slavey, n.o.s.",0,0
696,Toronto,Aboriginal languages,South Slavey,0,0
697,Toronto,Aboriginal languages,Southern East Cree,0,0
698,Toronto,Aboriginal languages,Southern Tutchone,0,0
699,Toronto,Aboriginal languages,Squamish,0,0
700,Toronto,Aboriginal languages,Stoney,0,0
701,Toronto,Aboriginal languages,Straits,0,0
702,Toronto,Aboriginal languages,Swampy Cree,5,0
703,Toronto,Aboriginal languages,Tahltan,0,0
704,Toronto,Aboriginal languages,Thompson (Ntlakapamux),0,0
705,Toronto,Aboriginal languages,Tlingit,0,0
706,Toronto,Aboriginal languages,Tsimshian,0,0
707,Toronto,Aboriginal languages,"Wakashan languages, n.i.e.",0,0
708,Toronto,Aboriginal languages,Woods Cree,0,10
709,Toronto,Non-Official & Non-Aboriginal languages,Afrikaans,265,0
710,Toronto,Non-Official & Non-Aboriginal languages,"Afro-Asiatic languages, n.i.e.",185,10
711,Toronto,Non-Official & Non-Aboriginal languages,Akan (Twi),4045,20
712,Toronto,Non-Official & Non-Aboriginal languages,Albanian,6380,215
713,Toronto,Non-Official & Non-Aboriginal languages,American Sign Language,720,245
714,Toronto,Non-Official & Non-Aboriginal languages,Amharic,3820,55
715,Toronto,Non-Official & Non-Aboriginal languages,Arabic,45025,1165
716,Toronto,Non-Official & Non-Aboriginal languages,Armenian,7475,140
717,Toronto,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,6790,110
718,Toronto,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",35,0
719,Toronto,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",280,10
720,Toronto,Non-Official & Non-Aboriginal languages,Azerbaijani,650,15
721,Toronto,Non-Official & Non-Aboriginal languages,Bamanankan,15,0
722,Toronto,Non-Official & Non-Aboriginal languages,Belarusan,125,0
723,Toronto,Non-Official & Non-Aboriginal languages,Bengali,24610,295
724,Toronto,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",30,0
725,Toronto,Non-Official & Non-Aboriginal languages,Bikol,85,0
726,Toronto,Non-Official & Non-Aboriginal languages,Bilen,45,0
727,Toronto,Non-Official & Non-Aboriginal languages,Bosnian,1330,45
728,Toronto,Non-Official & Non-Aboriginal languages,Bulgarian,3860,110
729,Toronto,Non-Official & Non-Aboriginal languages,Burmese,570,10
730,Toronto,Non-Official & Non-Aboriginal languages,Cantonese,182750,25340
731,Toronto,Non-Official & Non-Aboriginal languages,Catalan,80,10
732,Toronto,Non-Official & Non-Aboriginal languages,Cebuano,1880,25
733,Toronto,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",25,10
734,Toronto,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,1095,10
735,Toronto,Non-Official & Non-Aboriginal languages,"Chinese languages, n.i.e.",85,0
736,Toronto,Non-Official & Non-Aboriginal languages,"Chinese, n.o.s.",6885,915
737,Toronto,Non-Official & Non-Aboriginal languages,"Creole languages, n.i.e.",775,10
738,Toronto,Non-Official & Non-Aboriginal languages,"Creole, n.o.s.",1950,20
739,Toronto,Non-Official & Non-Aboriginal languages,Croatian,5945,90
740,Toronto,Non-Official & Non-Aboriginal languages,"Cushitic languages, n.i.e.",30,0
741,Toronto,Non-Official & Non-Aboriginal languages,Czech,1415,10
742,Toronto,Non-Official & Non-Aboriginal languages,Danish,140,15
743,Toronto,Non-Official & Non-Aboriginal languages,Dinka,10,0
744,Toronto,Non-Official & Non-Aboriginal languages,"Dravidian languages, n.i.e.",95,0
745,Toronto,Non-Official & Non-Aboriginal languages,Dutch,650,65
746,Toronto,Non-Official & Non-Aboriginal languages,Edo,290,0
747,Toronto,Non-Official & Non-Aboriginal languages,Estonian,650,50
748,Toronto,Non-Official & Non-Aboriginal languages,Ewe,95,0
749,Toronto,Non-Official & Non-Aboriginal languages,Fijian,10,0
750,Toronto,Non-Official & Non-Aboriginal languages,Finnish,510,45
751,Toronto,Non-Official & Non-Aboriginal languages,Frisian,5,0
752,Toronto,Non-Official & Non-Aboriginal languages,"Fulah (Pular, Pulaar, Fulfulde)",75,0
753,Toronto,Non-Official & Non-Aboriginal languages,Ga,145,0
754,Toronto,Non-Official & Non-Aboriginal languages,Ganda,155,20
755,Toronto,Non-Official & Non-Aboriginal languages,Georgian,745,10
756,Toronto,Non-Official & Non-Aboriginal languages,German,3585,240
757,Toronto,Non-Official & Non-Aboriginal languages,"Germanic languages, n.i.e.",10,0
758,Toronto,Non-Official & Non-Aboriginal languages,Greek,16945,340
759,Toronto,Non-Official & Non-Aboriginal languages,Gujarati,38270,615
760,Toronto,Non-Official & Non-Aboriginal languages,Haitian Creole,120,0
761,Toronto,Non-Official & Non-Aboriginal languages,Hakka,2725,30
762,Toronto,Non-Official & Non-Aboriginal languages,Harari,520,0
763,Toronto,Non-Official & Non-Aboriginal languages,Hebrew,4395,360
764,Toronto,Non-Official & Non-Aboriginal languages,Hiligaynon,780,10
765,Toronto,Non-Official & Non-Aboriginal languages,Hindi,23995,740
766,Toronto,Non-Official & Non-Aboriginal languages,Hmong-Mien languages,5,0
767,Toronto,Non-Official & Non-Aboriginal languages,Hungarian,7880,220
768,Toronto,Non-Official & Non-Aboriginal languages,Icelandic,20,0
769,Toronto,Non-Official & Non-Aboriginal languages,Igbo,410,0
770,Toronto,Non-Official & Non-Aboriginal languages,Ilocano,3450,35
771,Toronto,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",770,10
772,Toronto,Non-Official & Non-Aboriginal languages,Italian,51815,775
773,Toronto,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",70,10
774,Toronto,Non-Official & Non-Aboriginal languages,Japanese,4550,775
775,Toronto,Non-Official & Non-Aboriginal languages,Kabyle,30,0
776,Toronto,Non-Official & Non-Aboriginal languages,Kannada,825,0
777,Toronto,Non-Official & Non-Aboriginal languages,Karenic languages,215,0
778,Toronto,Non-Official & Non-Aboriginal languages,Kashmiri,50,0
779,Toronto,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),1655,50
780,Toronto,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),115,0
781,Toronto,Non-Official & Non-Aboriginal languages,Konkani,440,0
782,Toronto,Non-Official & Non-Aboriginal languages,Korean,38435,4270
783,Toronto,Non-Official & Non-Aboriginal languages,Kurdish,1470,80
784,Toronto,Non-Official & Non-Aboriginal languages,Lao,1045,15
785,Toronto,Non-Official & Non-Aboriginal languages,Latvian,600,10
786,Toronto,Non-Official & Non-Aboriginal languages,Lingala,95,0
787,Toronto,Non-Official & Non-Aboriginal languages,Lithuanian,1045,45
788,Toronto,Non-Official & Non-Aboriginal languages,Macedonian,4970,75
789,Toronto,Non-Official & Non-Aboriginal languages,Malagasy,15,0
790,Toronto,Non-Official & Non-Aboriginal languages,Malay,1455,35
791,Toronto,Non-Official & Non-Aboriginal languages,Malayalam,6400,55
792,Toronto,Non-Official & Non-Aboriginal languages,Maltese,875,20
793,Toronto,Non-Official & Non-Aboriginal languages,Mandarin,179670,26135
794,Toronto,Non-Official & Non-Aboriginal languages,Marathi,2005,25
795,Toronto,Non-Official & Non-Aboriginal languages,Min Dong,240,25
796,Toronto,Non-Official & Non-Aboriginal languages,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",5065,225
797,Toronto,Non-Official & Non-Aboriginal languages,Mongolian,200,0
798,Toronto,Non-Official & Non-Aboriginal languages,Nepali,3085,55
799,Toronto,Non-Official & Non-Aboriginal languages,"Niger-Congo languages, n.i.e.",735,10
800,Toronto,Non-Official & Non-Aboriginal languages,"Nilo-Saharan languages, n.i.e.",75,0
